特征一实部,特征一虚部,特征二,特征三,特征四四部,特征四虚部
15959,25584,831,14,-4929,-7296
24740,5521,722,8,2812,4083
28777,10519,747,2,-9821,7795
29191,3581,717,10,-1242,-13541
21059,21266,830,13,17339,19154
25340,499,714,10,-4621,1454
-6231,5786,736,7,-5204,14214
16784,23093,738,15,15438,22607
27856,12193,710,2,-4169,-7485
16970,-12360,712,7,-2928,-10605
9185,13723,727,4,11005,21320
19145,24195,834,13,-6736,-828
-3215,10032,849,3,-3215,10032
14935,24556,828,12,1119,3377
-6444,9961,731,14,-6444,9961
14900,23473,726,15,13305,22839
1854,-10019,708,14,1854,-10019
15198,10327,743,0,13592,21695
4199,158,722,9,-988,14342
7140,22725,716,15,2817,16951
14838,23815,824,5,4200,15700
28058,9827,724,2,-6468,12959
5289,-3699,727,9,-3279,12801
2386,19308,843,1,5452,22202
1165,20961,708,15,-2265,7559
18924,20129,839,10,17983,19292
423,23211,844,6,-5649,-4761
459,6925,831,3,459,6925
27632,11043,721,0,-5490,12181
17522,18577,721,7,17346,18941
13154,-8765,733,6,-2230,20320
22082,-859,841,0,1928,13849
14447,25755,832,12,-151,-10248
21409,-6071,742,10,-6718,12011
6109,14641,735,9,7338,19106
5985,12380,835,6,12692,1799
18521,1064,825,1,15015,928
4235,-12788,730,12,-4668,-8499
2528,24324,846,6,-8306,-138
8412,24443,849,10,-2118,16185
14091,23034,721,13,12695,22222
22495,20323,842,5,21782,20046
-1303,16569,713,15,2851,-188
3015,774,746,5,-1039,10357
-3296,14034,743,12,-3296,14034
21868,16720,829,0,21480,17543
18973,24162,836,13,-1704,-3853
1676,12556,744,9,4119,19635
22621,768,733,3,671,18147
18139,18431,736,9,17935,18862
12832,19991,740,3,15639,22625
2394,-2930,744,8,4990,24116
11105,-3794,737,6,-434,16884
28833,7210,728,1,-10107,5339
10576,26297,836,5,6,-10530
13762,24593,847,6,6711,22801
28195,2741,710,10,-2455,-9390
25807,14272,704,0,13067,-976
21256,20443,831,8,21100,20341
6112,16338,733,5,8055,20549
18243,20461,841,9,15788,17134
13018,25971,849,9,-8949,2859
13472,25576,840,7,-2236,-4736
-4775,15078,712,12,-3121,18666
9814,15772,706,1,12417,22356
19745,1376,732,1,4711,20686
22185,20486,848,11,21073,20118
1843,6812,824,2,7742,22435
4205,-3413,706,7,-3328,6405
-4500,14438,734,14,-5097,9186
2773,16528,830,8,1010,8981
3361,-11373,724,7,-9673,4237
17562,-10318,717,5,-5292,-5674
27555,13272,709,2,5357,-12386
13873,21021,846,4,11359,18861
12531,23791,735,13,9064,21847
15185,24195,838,11,1511,12587
15599,-3146,744,8,1322,19199
5318,24928,844,6,-8022,7935
11738,13332,706,0,13234,22459
20769,23037,839,15,4385,20912
19260,-3413,843,0,2614,18529
10705,0,722,10,2589,18586
17152,22973,744,13,16032,22602
9499,21543,746,11,10881,22550
17905,-1006,704,11,8103,-1288
7147,15977,705,5,7998,19425
17369,21868,833,5,12321,17767
21706,10424,704,2,7996,14147
28175,8386,716,1,-5136,-2346
5514,-9057,712,11,-7258,4564
10872,1534,741,4,4295,18782
10892,19667,713,10,13247,22500
3245,-10690,731,7,-9154,5377
10092,23223,734,15,5126,17739
28656,3591,744,3,-8924,7617
16027,24474,837,9,4565,20984
620,11922,721,13,7628,685
21708,20991,841,13,18131,19314
10867,25516,834,9,-3072,-1465
25821,4447,747,3,-688,9086
26618,12218,711,2,3560,-940
11097,23970,843,4,5616,21695
9310,26324,839,9,-184,-10845
10431,-434,732,6,2638,18849
28757,5377,713,4,378,-12490
7615,-13896,745,9,-10829,4269
8923,21692,705,14,8923,21692
22352,20929,830,15,20219,20483
27617,2283,830,0,352,-873
12833,20151,732,8,15335,22574
7573,-15359,728,11,-12451,2430
4179,-10919,733,11,-9219,7068
7786,-13881,830,3,7786,-13881
28214,3662,725,8,-8503,75
18610,-4421,713,9,325,-1867
14313,23161,721,15,12704,22251
5269,11160,720,9,5736,18395
-3518,23191,728,15,-9666,-3415
21305,19853,841,7,20293,18695
-1138,10390,736,9,1578,19602
28374,8686,735,2,-6319,14742
-9157,11096,724,14,-9157,11096
22589,-2601,722,10,-5356,10090
14713,-10119,714,5,-5741,-2360
-11631,3820,735,14,-7759,-5246
23376,-5484,743,6,-8322,7850
27398,-2387,739,10,-10079,-779
11457,18730,738,8,14217,22257
10988,-4849,719,7,-112,1128
-8601,3338,736,7,-7644,13527
7892,25108,744,13,-988,18463
11713,20720,836,4,8936,17505
29261,7481,725,3,-8299,-6131
-3426,6740,844,3,-3426,6740
23665,-6956,721,5,2903,-12586
17630,22775,843,11,10025,18575
-614,-4598,727,5,-6008,14035
16435,19,718,8,1818,17550
-1146,9345,737,5,262,17190
-5595,9603,716,14,-5595,9603
-3768,2646,740,11,-4358,12930
1800,13114,735,9,4140,19622
17120,-7678,725,6,-4785,17374
10216,26361,824,5,-2281,-8774
12247,10947,723,2,12926,22264
9409,-4788,718,11,-1872,3912
7639,22151,828,6,1055,12108
11982,22550,841,9,6811,4626
4081,-14084,735,7,-7759,-5246
5982,21934,746,14,4599,20456
28780,6553,721,3,-8713,-875
27742,4444,718,1,-7307,13660
-2701,22827,726,13,-10525,3549
29024,5853,746,1,-9371,7886
-6047,1305,730,9,-2416,20705
-3527,18713,745,7,451,22420
-3081,9160,718,14,-3081,9160
12163,20026,740,6,14400,22274
25941,13769,711,0,9666,256
6026,-11674,734,5,-7934,272
22185,20741,836,14,20670,20341
27809,13066,712,2,1390,-14083
14966,24557,842,11,-1232,9497
14865,22151,842,9,8008,11914
26031,507,829,2,5504,-3150
13021,6359,849,0,11782,19164
26810,12158,717,2,2582,53
17482,23545,828,14,5404,14989
28177,11342,711,1,11918,-13381
11390,21755,834,6,6638,16220
28360,8308,745,0,-571,21805
28412,5087,728,1,-8161,14048
28620,1584,734,4,-7084,-6157
25007,-6052,713,9,883,-13113
464,21414,723,15,-3529,4274
4850,-2665,708,11,-2838,7905
25267,6566,738,2,2731,17991
23334,-8686,708,7,7320,-15024
23232,20327,848,15,21481,20044
689,22490,831,6,-5000,-2303
24412,2101,730,4,-1983,7015
24133,-1080,733,6,-4372,6400
27162,7070,718,3,-1534,690
10944,-5046,829,2,1378,18087
18866,23843,840,12,6104,22675
13861,21878,741,11,14502,22301
19575,24081,843,15,-3338,-8222
3185,13543,717,12,3370,15879
8498,5450,717,8,6863,20985
8997,-4312,837,1,2874,-37
14695,-5866,747,6,-2334,15915
12618,25730,833,11,-3992,-2237
28350,11325,715,1,11028,-14184
17381,24139,846,11,3755,20159
16488,-5388,748,4,-1229,18393
380,23179,731,13,-7500,9166
13959,25418,839,5,-5963,7202
26767,2737,713,4,-4459,-1018
5066,25140,738,13,-5712,14094
17783,-3265,731,8,624,19743
25981,1598,829,0,950,3897
17416,1374,704,4,1187,13327
-1243,13679,828,3,-1243,13679
26042,9807,714,3,9863,-364
23026,-227,730,8,-2756,14288
12369,23166,827,11,6090,3726
25449,-3205,738,10,-8536,3769
7833,16771,714,9,9189,20389
15414,23424,826,7,5625,14263
24916,7293,712,4,9365,382
14140,5823,828,0,10620,17958
826,368,845,1,-2113,8195
14432,42,721,10,1700,15879
9129,4297,737,3,8300,21922
28282,10849,743,0,-6528,12674
9569,23444,732,15,5201,19533
996,22529,703,15,-5207,9159
-1650,15025,738,7,792,19260
17293,19369,845,6,16110,17339
27832,9588,736,2,-4440,10110
12349,22264,847,5,9970,2407
-7767,-4826,734,12,-7767,-4826
26864,7519,717,3,516,150
23812,-5551,738,10,-9062,8563
13761,26269,827,14,11595,-14750
28316,6776,707,8,3223,-11312
17349,23807,843,12,2556,13395
10577,2374,727,10,4227,18521
2513,21625,717,13,-2056,12005
5794,13275,831,1,6451,16521
16150,19775,743,7,16282,20124
13258,24457,826,7,1034,4410
11178,25500,839,9,-3027,-1840
16251,22169,743,5,16681,22405
30032,3169,837,0,120,-11723
26763,-1978,837,2,-2162,-3207
28761,7559,713,4,11691,-13435
10499,1902,719,6,3336,17708
5096,21164,738,15,2861,6675
14751,22216,726,7,15360,22586
28886,9630,729,1,-4717,-8596
25862,4449,718,8,-1030,1985
23994,5209,745,8,5136,5417
9630,10911,705,11,8023,14299
19051,20650,846,11,16194,17399
8255,18865,748,7,9361,20437
27506,13397,705,2,8137,-14039
22680,7590,729,0,7420,20037
20802,19578,839,0,21591,20135
12282,22409,837,5,8403,3813
28415,9242,714,1,-3103,-7592
17109,3226,723,9,7996,5459
561,22208,843,10,-5654,-1518
27480,6945,721,1,-5187,6025
27780,9522,723,2,-5110,13290
-11901,-491,704,15,19426,-11176
10392,26297,841,9,-3177,-9204
20807,20620,827,8,20572,20518
26055,-4296,708,9,5673,-14392
2375,-3710,742,11,-3585,5626
16357,19819,747,7,16488,20147
20088,22954,841,15,4199,11327
27283,12332,716,0,-4481,2660
28501,10937,736,2,-8265,632
6727,-7407,710,7,-4681,2405
28405,7008,716,1,-9533,4376
1386,21133,721,13,-2911,9568
10443,579,831,2,5311,17634
22188,20610,836,11,21334,20321
12631,24446,831,5,671,4916
19902,19218,848,0,21073,20118
28777,9505,712,1,-3993,-11041
-7165,13779,706,13,629,-6827
2601,873,716,11,-1688,11747
28553,11612,733,2,-11343,3108
13220,22072,731,7,14103,22671
16949,24373,835,7,3953,20524
25488,4870,725,8,483,3624
27639,13382,718,0,-3892,-8644
9822,-14391,731,11,-10908,768
28085,-208,732,10,-10889,509
5379,24863,731,13,-2280,19037
18327,22703,837,13,12717,5211
-2613,2435,742,10,4399,23865
702,-3443,828,3,702,-3443
12682,-1044,725,5,2332,5219
24885,-5230,745,6,-9950,6051
12494,22278,706,14,12494,22278
19496,19574,844,2,20477,20308
28625,8406,722,1,-7534,-1787
17099,-7986,745,4,-2960,19623
10385,25856,827,11,3251,-9272
13275,22097,723,11,14171,22687
29431,4001,740,3,-12072,5155
7427,25367,739,13,-1879,18798
28761,9680,717,1,-2539,-11689
17600,17946,711,6,16926,18925
11987,24547,834,9,-980,4878
23524,-3661,719,4,-7048,14258
28215,12438,730,0,-11804,5630
28297,11975,727,2,-9152,-2203
27734,1996,718,10,-4909,-5484
19870,19166,830,4,19613,18684
28224,5603,706,4,3275,-11361
14574,21638,848,10,11124,18970
2505,-6871,727,7,-6626,7089
-6954,9559,733,7,-2230,20320
11128,17231,830,1,11799,18688
342,12691,717,15,8882,21
28914,6984,719,4,7528,-14186
-5537,2118,740,5,-5186,15229
21417,20490,839,6,20889,20273
17928,17940,720,6,17302,18941
27404,9275,747,0,-135,17670
27351,4086,745,3,-4115,7302
-3032,-7815,721,12,-8713,-875
21565,20320,836,8,21403,20215
28252,4190,722,8,-7365,-2412
21795,-362,706,10,-2729,6829
16311,24648,829,11,2523,20435
13145,20042,739,3,15743,22522
26482,12564,724,0,2482,4841
-698,-4900,824,3,-698,-4900
28164,8168,729,2,-3570,18863
26815,8533,742,0,1385,18303
1733,14441,748,9,5054,20699
18431,23856,840,14,2762,17645
27124,683,738,8,-8111,4625
17930,18631,733,7,17772,19023
2508,25947,741,15,-10723,1962
6609,17821,735,7,7602,19661
26668,2557,703,6,824,-6686
19582,23820,833,15,-4773,5910
6295,26184,747,15,-8001,13216
25269,2021,726,4,-3393,5367
19547,22744,834,15,7951,10019
21323,22041,837,15,14656,20883
5039,-11647,728,7,-9498,3145
8999,26237,836,9,6,-10530
28739,4241,707,6,5586,-14219
1728,15586,741,7,3434,19001
21494,-3585,747,3,672,21256
-3239,22019,728,13,-9421,1526
17414,23537,838,14,4059,10249
3388,674,723,12,268,4289
1103,8464,847,1,1587,14551
-9998,14102,724,13,2121,-12516
6209,-7076,714,11,-5323,5019
5899,15074,846,6,10194,2211
23536,-7294,720,11,5673,-13163
1514,-8491,843,1,-6376,673
10875,13689,717,2,13495,22636
21076,20719,827,6,20572,20518
9201,16768,716,4,12053,22134
18356,153,724,8,1135,16401
26101,4656,711,1,-3773,12019
19300,17,706,10,-812,9843
4371,21088,706,15,1298,12525
-4743,2892,740,7,-5203,11878
3673,21700,703,15,-367,12497
27854,8581,746,2,-2597,15488
12163,6966,845,0,11982,19631
5516,24620,847,10,-6476,11026
27192,14234,705,0,9078,-14945
18754,23017,845,12,8864,19162
22804,179,732,4,-2361,11573
27998,661,724,6,-7952,-4619
27086,9501,728,2,-2317,13126
1305,-12727,746,7,-9160,-1767
14188,-12193,704,12,6624,-13197
3490,25489,741,15,-8966,5078
28499,10681,721,1,4816,-13006
20694,20059,845,1,20885,20173
-4509,2950,746,11,-4569,13697
24507,6116,748,0,6962,21674
-1602,2916,708,12,-3425,7502
27771,11512,720,0,-7114,10361
12526,26117,844,5,-5649,-4761
4753,-3868,707,14,4753,-3868
1512,-6207,746,6,820,22639
12094,8092,728,2,12259,22762
500,4063,747,7,-988,10787
8308,23160,838,8,4072,20670
20001,-7317,706,5,819,-8348
11676,-6956,722,4,116,21815
19142,-4660,727,10,-3508,15551
-6830,10132,827,8,-2987,-5302
6259,19624,845,4,2409,11028
-3032,72,722,14,-3032,72
16206,4760,739,1,8120,19607
-3974,23190,727,13,-12238,1183
22696,-1477,846,0,1413,14123
19773,23852,841,15,-4411,-873
13724,23484,826,5,4316,11037
-6203,-7234,732,12,-11217,1377
24296,-7651,711,9,-2332,-12733
19674,23538,837,15,242,8016
16121,18395,745,10,16379,20141
9377,26211,828,11,7934,-12959
10444,18722,741,3,14599,22822
13221,25736,837,5,-6794,2776
13498,24100,830,7,2814,4525
7406,-13425,726,12,-1783,-10864
5952,25171,729,15,-2915,18273
19290,17218,729,2,17636,18980
8809,24591,740,15,911,17690
25979,6792,705,1,-1991,6052
12538,22845,713,15,10578,21198
14542,24321,829,11,1165,12566
19945,21780,844,9,16637,21016
9100,-228,728,7,1947,6397
-11495,5184,735,14,-8312,-3859
27265,6136,719,2,-867,21012
-11943,11122,715,15,11028,-14184
13330,22913,824,14,15251,894
2249,-4444,725,5,-5015,11841
5650,9083,834,1,5226,13096
19343,1723,725,10,1985,11136
26963,1973,719,3,-6561,13980
-2077,22759,718,13,-9655,6149
-10689,16597,706,15,1833,-14175
24658,10146,703,0,3404,14603
-2630,-4699,733,9,-4836,18298
1326,1941,718,14,1326,1941
16101,23126,739,13,14635,22528
21778,-7430,709,5,1578,-10610
7473,-9057,711,9,-7669,8773
20101,23442,847,13,-3744,6440
27272,8931,713,1,325,-1867
-2615,10333,722,12,-2257,14430
20173,-2013,733,6,-2203,12076
16014,23126,842,14,10543,2488
8738,20535,839,8,5891,17231
15768,21416,841,10,13361,19619
18989,24026,825,13,-2375,12780
19224,-11426,728,11,-3963,-9618
11094,21891,840,5,11659,1193
1878,13315,746,9,4565,20021
-175,24695,746,13,-9160,-1767
4450,14122,737,5,5548,18332
13615,-6130,715,11,-470,-894
3017,20351,829,6,-70,1961
16036,21525,841,6,13361,19619
16343,23466,843,11,4953,15342
9032,-14046,704,14,9032,-14046
14479,-13424,729,5,-10413,-1252
23008,-8702,714,5,257,-13278
8662,19773,846,10,4949,10278
8873,21547,825,9,10076,635
22738,5989,743,8,7159,7657
29209,2193,834,0,-2673,-6311
17783,-7147,833,2,-3089,14331
18823,-3433,732,10,-2361,15191
19703,23262,838,15,2603,7174
29138,-588,836,2,1011,-12241
17757,18372,724,9,17461,18939
19571,-4417,746,4,-2942,15953
17078,25095,846,12,-9589,7670
23580,6805,703,2,3040,17929
-6275,-9885,745,7,-12269,4610
17442,3290,721,9,8346,5100
27202,787,730,4,-9038,5500
28297,11838,740,0,-8783,5291
16543,2276,712,4,2814,14540
23742,487,726,8,-3423,12292
23245,3568,724,1,1135,16401
-7741,-691,724,14,-7741,-691
84,18011,740,14,-1139,14650
19448,-6870,734,8,-3501,19039
-5071,21404,730,15,-4668,-8499
12927,20580,732,4,15279,22674
28354,1309,733,4,-11031,3211
9394,14839,719,4,11412,21449
14039,21987,742,7,14595,22328
15884,24366,846,9,2328,18563
14571,21207,744,10,16209,22434
16211,25330,838,12,-8622,2970
27288,3480,708,8,-5858,-1074
13215,-14242,717,7,-7786,-6946
7698,-5192,735,9,-3042,6237
-5737,13158,746,12,-5737,13158
-4121,17995,840,8,-8279,3703
3723,5289,723,9,2008,16446
-1913,23526,728,15,-9458,-331
4691,19081,717,12,5560,20460
7921,-12719,703,14,7921,-12719
22681,604,746,4,-699,8624
14883,-4474,707,9,-1216,1984
13364,25584,844,5,-5639,-106
3468,-1805,727,7,-2663,9002
16660,-3333,734,6,-1933,11841
14662,8611,718,4,8741,16186
28316,12105,726,2,-9101,-3877
20194,19263,833,10,19806,18686
14492,22823,731,15,12819,21721
10857,21360,825,11,12257,2693
-7614,1057,735,12,-7614,1057
13704,22318,827,11,8225,8337
3130,3654,828,3,3130,3654
14507,-649,731,11,4847,3105
12205,22757,838,9,5662,5756
28034,12470,732,0,-9419,4977
22849,1845,741,1,1719,18058
-1203,24623,732,15,-11529,1156
13216,20602,748,6,15236,22396
11589,13265,844,2,13787,19802
985,4125,727,5,-125,16217
9826,18170,832,3,9826,18170
28711,9267,713,1,-3770,-9956
3293,-728,715,14,3293,-728
10869,23689,720,15,7402,21316
9799,25734,827,11,5964,-10636
22933,3777,732,6,4236,4878
16527,24036,849,11,1999,15375
17661,24277,849,11,4696,21763
26938,12177,713,2,1994,-1679
20311,20693,842,5,18193,19314
5631,-1995,846,1,956,4003
5040,6851,836,3,5040,6851
17543,970,849,0,7268,16948
-8775,7333,706,14,-8775,7333
23529,4991,745,1,3430,14299
11909,21940,837,6,7057,16863
26138,12612,721,2,7796,1964
19123,-12463,710,7,-1358,-13275
16233,-4730,703,11,3236,-3160
-4194,-10553,719,14,-4194,-10553
6193,23417,731,13,697,17581
1665,-1207,712,7,-3413,9626
19289,-4683,704,5,3704,-5392
11998,1378,717,10,2990,17215
16035,-10838,824,1,6446,-11224
28524,10395,710,1,4054,-14398
13735,23951,741,15,10093,22287
14336,22697,733,14,14336,22697
8038,11323,748,6,9361,20437
-1249,-11641,740,7,-10044,145
20816,-64,717,4,-1594,12202
9683,26233,826,7,9602,-13147
6047,17939,836,4,4044,9516
4229,2572,747,5,631,10818
21195,20994,832,9,19762,20644
28943,6199,709,8,-1195,-12891
11423,-2691,725,5,-6,5243
16937,22884,740,13,15856,22458
13868,22621,829,12,11531,3244
19135,23220,825,13,5510,13995
16102,24118,833,12,1746,9145
43,17700,725,13,483,3624
10473,25142,834,9,-803,-2019
14435,23051,713,13,13332,22421
9184,22284,723,13,6337,18859
19868,23779,842,15,-4748,-95
28021,905,735,4,-7891,-2947
24128,7456,727,2,4789,18169
27023,2863,738,1,-4706,15303
25763,1359,707,6,-1969,-3007
9564,-2925,732,10,2001,20833
24613,2124,709,6,693,-684
9301,24855,735,15,1293,19362
218,-9228,706,12,-6240,-4091
21601,20975,828,12,20086,20507
28159,12022,727,2,-6480,-2744
25855,-4647,709,9,4712,-14245
8688,26725,829,11,9880,-14791
5352,14600,725,5,6798,19558
20434,5877,738,2,8032,20069
7054,14853,703,9,7747,19194
8391,22018,717,13,5640,18265
30129,4612,832,0,7166,-14562
6776,25046,735,15,-3464,14868
14806,22954,828,14,11695,3083
889,13917,715,14,889,13917
21830,21201,826,13,19518,20503
14189,23485,829,5,4485,12033
15009,25394,829,14,4579,-10064
27642,6823,703,1,-7109,2842
13310,23184,842,6,7631,20063
11249,-9093,709,5,-6065,1302
15759,25475,844,12,-5649,-4761
15907,23376,847,9,5568,16498
19309,-9829,710,7,1901,-11250
28920,6199,723,3,-9942,768
27885,2577,731,8,-9154,5377
29210,1086,849,0,-6992,-833
28778,2350,737,8,-8710,-3693
28705,6430,707,4,6195,-14182
13247,25388,845,9,-5336,6523
10554,14530,739,9,10443,17502
15963,21045,847,4,14156,19779
10086,17993,707,8,12612,22312
28056,12910,715,2,807,-14543
17558,24029,830,5,9261,23022
24751,9099,722,3,8175,5280
5753,12337,831,4,8803,4134
-2307,18138,828,6,2835,-7802
14719,25675,845,7,-7314,-403
23363,-5830,709,9,770,-10314
9660,2873,711,4,4468,19482
26149,2592,720,8,-5108,5356
25453,2330,732,8,-3646,8968
27964,6297,708,3,-5858,-1074
4448,13251,830,1,5407,16887
22267,16805,846,2,22085,17451
26011,-3803,714,5,10825,-13496
12183,24256,846,6,3755,20159
25466,-2865,736,10,-7881,2897
14560,25469,844,5,-6951,8712
17168,24639,836,12,-2275,15968
23607,-6497,712,9,-462,-10872
-585,21237,743,14,-2932,18221
14710,25798,847,5,-9459,8660
25519,8537,718,2,1270,14934
7890,22311,838,4,2269,16942
26269,6042,835,0,12692,1799
15361,22536,746,14,15010,22335
3501,2735,715,5,-138,13284
27189,8141,709,3,2137,-3596
27105,14653,710,0,15257,-13334
26019,5053,711,4,2857,-2491
14035,-575,827,1,9584,1021
-3548,-5824,747,5,-8474,10982
16326,2601,712,7,10049,3690
20333,23641,849,13,-9093,10545
10867,16315,736,1,14004,22249
4906,16320,733,13,6587,7631
19832,23070,838,15,4059,10249
14047,22250,736,12,14047,22250
25080,7453,705,10,12496,-715
26501,2139,705,6,-379,-5762
16091,25096,830,14,-3421,-1106
17581,23521,829,14,5539,15279
-2170,18718,829,6,2241,-7624
8036,19741,834,4,4896,13636
-1930,-9466,748,5,-9996,8393
18144,24355,838,14,-1651,16977
17226,25132,840,14,-9243,1477
-2345,3922,839,3,-2345,3922
12119,20859,825,4,9680,18180
24692,8824,726,3,7510,6084
4631,2969,839,1,2181,8511
28922,5565,705,10,8482,-15231
27418,12972,705,2,4290,-10932
27136,12274,724,0,-2167,5275
21967,20888,837,14,20324,20349
28559,11982,741,2,-5870,-7750
17195,-5615,828,2,-1243,13679
-7510,20612,714,15,-5100,-10625
13128,-13741,836,1,1011,-12241
28756,6846,719,3,-7957,-2614
15276,22552,827,9,8716,16291
20361,22968,835,15,6084,18627
12795,22736,727,13,11005,21320
28808,9303,710,3,4236,-14601
23817,-1422,713,6,-5200,4360
17502,17926,707,10,16771,18938
15558,17164,731,3,15573,20312
28876,10047,730,1,-3361,-10820
26329,-3845,715,5,11028,-14184
18526,23810,837,14,4472,19222
3675,3141,721,9,656,15409
2274,20286,739,14,749,17883
3695,24009,727,15,-4710,12922
10956,24868,828,9,-1597,2425
25527,3849,722,3,-2878,11275
8339,12449,713,6,9043,20298
-1214,15157,830,4,352,-873
12589,23874,833,8,9987,23236
-6182,16234,729,14,-6182,16234
3601,25857,743,15,-10072,5050
29094,7363,718,3,-8398,-6040
18722,21985,848,9,14338,20002
12723,25759,840,9,-7110,5374
14097,16655,707,8,13766,19882
27463,748,731,8,-9418,10138
-8911,7405,740,14,-6840,-316
2731,16,738,7,-983,6450
-6466,9032,835,8,-1328,-6709
14606,23137,713,15,13332,22421
-4929,-8406,731,12,-10669,-347
17003,23513,830,12,5658,15563
6569,-644,742,5,480,7222
-5618,13010,733,14,-5618,13010
22237,16794,845,2,22049,17443
7348,-13762,747,5,-9469,-821
13159,-7855,712,5,-4018,109
18228,23485,848,14,2745,11374
9190,-8913,718,9,-7238,8034
18724,23436,830,15,6824,3229
9175,-522,744,4,4122,20163
3058,16832,826,4,2055,5960
25979,7977,736,3,6738,1896
10671,21697,726,7,12010,22703
6684,15458,711,6,9859,22081
3597,-13937,738,11,-9677,-1709
16796,25031,835,14,-6396,1044
23813,-8093,705,7,8933,-15135
28518,3516,714,10,-677,-11047
28878,7249,723,8,3067,-12679
18532,-3243,718,9,1702,-644
8992,4484,708,4,5306,19710
9819,2299,745,4,5117,19548
2200,8931,840,3,2200,8931
6730,19976,847,4,2580,11820
15373,21278,721,15,14840,20213
28009,12339,722,2,-4370,-6155
25236,437,738,4,-3258,3693
11609,19829,836,8,9930,17685
-11644,7849,747,14,-9643,-1728
19400,5609,746,2,9288,20948
8626,18611,719,11,9883,20828
26842,12403,707,0,-1923,1346
16287,19460,747,9,16488,20147
7434,21367,838,10,1977,11351
25183,109,704,10,-4976,863
18666,21234,825,6,17552,20558
25130,301,748,3,-2411,16807
708,4475,715,11,-661,14744
2186,15946,745,11,4343,19828
26775,-4706,839,2,-8990,444
21879,4829,723,2,6670,21280
21377,21142,843,7,19422,20706
12731,-11459,726,5,-8363,994
13548,25280,837,7,-1863,-174
27867,2364,724,4,-8145,-748
17083,23395,826,13,14792,991
13063,22306,724,14,13063,22306
13292,4201,721,8,5938,18579
-9816,-1576,723,14,-9816,-1576
8574,17873,721,9,10186,20998
12407,-10738,725,5,-7690,1300
16688,22878,732,13,15919,22563
9020,11497,840,4,12317,5623
-7704,-334,732,7,-6872,16504
3459,20473,829,8,-1020,14161
28988,8331,727,1,-9744,-1585
20926,20628,837,6,20324,20349
17699,8804,729,1,9690,17466
24904,-5520,716,5,6754,-13620
12503,20188,727,4,14852,22549
8536,17663,708,6,11241,22199
-7243,9794,705,13,5311,-7854
22015,18685,840,12,21892,17485
10452,22287,715,14,10452,22287
1309,-9980,718,12,-5819,-4931
9007,-14759,830,3,9007,-14759
-7334,6318,731,5,-2055,21011
22015,20825,847,13,18546,19391
16088,23053,841,9,7958,17397
-9487,5844,733,14,-9487,5844
7775,24175,739,13,686,17340
1465,19649,833,10,-605,845
8763,6796,725,10,6798,19558
26037,2718,746,3,-2721,12244
14835,24190,836,5,1519,13399
13424,50,728,8,3838,19932
28613,10022,713,1,801,-13034
-8614,11142,738,14,-8194,3676
28264,9860,710,1,770,-10208
18758,197,747,1,5271,21029
2718,18614,840,1,5479,21584
22244,2216,722,3,753,15952
16439,24364,841,5,2228,18818
6076,15896,732,11,7700,19888
23074,-7095,745,10,-8991,12174
1615,14684,726,13,5486,3165
11839,26263,843,5,-3338,-8222
14133,24828,824,7,-1052,10269
11546,21634,709,11,12541,22505
28158,9782,709,1,1077,-9599
3199,8901,746,14,4960,5704
13781,22465,717,14,13781,22465
17594,23393,849,9,9241,21051
22455,-5291,705,9,1510,-8748
28914,3685,716,10,-1061,-12373
13423,21537,741,9,14502,22301
2485,9169,745,12,2485,9169
9748,4688,743,4,6487,19368
6598,18211,841,10,5414,6748
6980,18227,844,6,6422,5522
26924,5389,743,1,-2774,9967
14188,23438,824,7,4724,9920
-1107,11812,729,7,1584,19249
20360,22349,833,13,12228,18960
19634,-3198,837,2,426,9973
21098,20959,834,9,19776,20465
25379,-5344,738,6,-10978,4356
11661,20302,733,5,12942,21838
4406,-798,744,9,-1305,11199
24723,8985,709,2,2548,13694
24400,2893,720,3,-1718,13336
16008,24778,834,7,-220,17216
5773,13252,841,10,10776,2316
23237,2446,715,3,-661,14744
24455,-6738,728,9,-2252,-10940
-3234,-17,825,3,-3234,-17
28795,5476,705,10,8503,-14525
17095,21365,839,8,16063,20910
2857,11665,736,12,2857,11665
21804,-1381,710,4,-3887,11512
25353,4025,836,2,12660,687
29323,7714,746,1,-9160,-1767
1838,17763,728,14,1838,17763
13075,24447,825,7,1196,3912
1784,-3259,841,1,-3213,4685
14387,24769,828,11,-670,12343
27051,7731,726,2,-714,18269
-4583,4395,831,3,-4583,4395
4843,14424,744,9,6632,19517
24118,-1211,747,4,-4096,8600
15401,-12667,723,11,-7080,-5697
28892,9164,722,1,-6377,-8248
11580,2490,840,3,11580,2490
24546,4357,714,1,-808,14352
19445,22509,844,14,10521,18449
6000,-13555,832,3,6000,-13555
17748,-9319,705,11,-640,-8135
9147,-13310,706,12,700,-12068
19773,23853,840,15,-4335,-3937
10600,18758,849,4,8310,13489
11743,-14822,706,12,2686,-14891
28516,9091,707,3,3965,-12699
-3036,19916,717,13,-5718,1884
17436,24217,838,12,1256,16784
28262,344,729,10,-10446,-879
-9103,-4178,727,14,-9103,-4178
15049,25233,847,7,-5033,4149
5077,-1906,742,6,1887,20363
7298,25706,742,15,-4613,16246
12992,21632,847,9,9035,6625
10223,-8133,722,7,-3032,72
-3199,21944,722,13,-9399,2470
25660,3980,721,8,-1686,3613
16668,22768,830,7,9099,16789
